SourceFile,VideoName,ExpectedSpeaker,Emotion,TotalFramesVideo,SpeakerFramesFound,FramesExtracted,UnknownCount,ErrorUTACount,Status
res_dia164_utt2_20260802_011312_full.txt,dia164_utt2,Ross,surprise,146,146,146,1,145,Processed
res_dia164_utt3_20260802_011331_full.txt,dia164_utt3,Rachel,neutral,19,19,19,0,0,Processed
res_dia164_utt4_20260802_011358_full.txt,dia164_utt4,Ross,sadness,29,29,29,2,27,Processed
res_dia164_utt5_20260802_011557_full.txt,dia164_utt5,Ross,fear,275,275,275,0,208,Processed
res_dia164_utt6_20260802_011638_full.txt,dia164_utt6,Ross,neutral,65,65,65,1,64,Processed
res_dia164_utt7_20260802_011700_full.txt,dia164_utt7,Ross,neutral,29,29,29,0,9,Processed
res_dia164_utt8_20260802_011730_full.txt,dia164_utt8,Rachel,joy,86,86,86,0,0,Processed
res_dia164_utt9_20260802_011842_full.txt,dia164_utt9,Ross,joy,272,0,0,0,0,Speaker Not Found
res_dia165_utt0_20260802_011915_full.txt,dia165_utt0,Chandler,neutral,89,89,89,0,0,Processed
res_dia165_utt10_20260802_012019_full.txt,dia165_utt10,Joey,neutral,81,81,81,0,80,Processed
res_dia165_utt11_20260802_012037_full.txt,dia165_utt11,Chandler,neutral,15,15,15,2,0,Processed
res_dia165_utt12_20260802_012105_full.txt,dia165_utt12,Joey,neutral,39,0,0,1,38,Speaker Not Found
res_dia165_utt13_20260802_012125_full.txt,dia165_utt13,Chandler,neutral,24,24,24,0,0,Processed
res_dia165_utt14_20260802_012149_full.txt,dia165_utt14,Joey,neutral,26,26,26,0,24,Processed
res_dia165_utt15_20260802_012211_full.txt,dia165_utt15,Chandler,neutral,24,24,24,0,22,Processed
res_dia165_utt16_20260802_012251_full.txt,dia165_utt16,Joey,joy,83,76,76,8,37,Processed
res_dia165_utt17_20260802_012318_full.txt,dia165_utt17,Joey,joy,25,0,0,22,0,Speaker Not Found
res_dia165_utt18_20260802_012355_full.txt,dia165_utt18,Joey,joy,40,0,0,39,0,Speaker Not Found
res_dia165_utt19_20260802_012454_full.txt,dia165_utt19,Chandler,joy,103,104,104,64,0,Processed
res_dia165_utt1_20260802_011936_full.txt,dia165_utt1,Joey,joy,33,33,33,0,0,Processed
res_dia165_utt2_20260802_012532_full.txt,dia165_utt2,Chandler,neutral,74,76,76,6,13,Processed
res_dia165_utt3_20260802_012634_full.txt,dia165_utt3,Joey,surprise,186,187,187,3,35,Processed
res_dia165_utt4_20260802_012714_full.txt,dia165_utt4,Chandler,neutral,73,73,73,1,71,Processed
res_dia165_utt5_20260802_012752_full.txt,dia165_utt5,Joey,joy,61,61,61,0,60,Processed
res_dia165_utt6_20260802_012824_full.txt,dia165_utt6,Chandler,fear,50,3,3,6,44,Processed
res_dia165_utt7_20260802_012851_full.txt,dia165_utt7,Joey,joy,29,0,0,2,27,Speaker Not Found
res_dia165_utt8_20260802_013029_full.txt,dia165_utt8,Joey,joy,188,167,167,72,128,Processed
res_dia165_utt9_20260802_013048_full.txt,dia165_utt9,Chandler,neutral,18,18,18,0,18,Processed
res_dia166_utt0_20260802_013142_full.txt,dia166_utt0,Chandler,neutral,98,0,0,45,49,Speaker Not Found
res_dia166_utt1_20260802_013202_full.txt,dia166_utt1,Monica,neutral,20,18,18,6,0,Processed
res_dia166_utt2_20260802_013221_full.txt,dia166_utt2,Chandler,neutral,3,0,0,6,0,Speaker Not Found
res_dia167_utt0_20260802_013505_full.txt,dia167_utt0,Singer,joy,191,0,0,196,117,Speaker Not Trained
res_dia167_utt10_20260802_013702_full.txt,dia167_utt10,Singer,neutral,134,0,0,56,57,Speaker Not Trained
res_dia167_utt11_20260802_013906_full.txt,dia167_utt11,Singer,neutral,156,0,0,67,133,Speaker Not Trained
res_dia167_utt12_20260802_014115_full.txt,dia167_utt12,Phoebe,neutral,90,119,119,99,92,Processed
res_dia167_utt1_20260802_013537_full.txt,dia167_utt1,Joey,surprise,38,38,38,0,57,Processed
res_dia167_utt2_20260802_014225_full.txt,dia167_utt2,Phoebe,anger,92,86,86,7,150,Processed
res_dia167_utt3_20260802_014311_full.txt,dia167_utt3,Chandler,neutral,25,25,25,65,0,Processed
res_dia167_utt4_20260802_014437_full.txt,dia167_utt4,Phoebe,neutral,102,81,81,13,308,Processed
res_dia167_utt5_20260802_014600_full.txt,dia167_utt5,Chandler,neutral,66,67,67,93,132,Processed
res_dia167_utt6_20260802_014645_full.txt,dia167_utt6,Monica,anger,49,46,46,2,161,Processed
res_dia167_utt7_20260802_015045_full.txt,dia167_utt7,Ross,neutral,223,197,197,369,228,Processed
res_dia167_utt8_20260802_015128_full.txt,dia167_utt8,Joey,sadness,86,55,55,3,102,Processed
res_dia167_utt9_20260802_015232_full.txt,dia167_utt9,Phoebe,anger,77,56,56,51,93,Processed
res_dia168_utt0_20260802_015255_full.txt,dia168_utt0,Ross,neutral,27,27,27,0,54,Processed
res_dia168_utt10_20260802_015348_full.txt,dia168_utt10,Ross,neutral,50,50,50,37,0,Processed
res_dia168_utt11_20260802_015419_full.txt,dia168_utt11,Rachel,anger,48,42,42,0,54,Processed
res_dia168_utt12_20260802_015454_full.txt,dia168_utt12,Ross,neutral,102,102,102,0,0,Processed
res_dia168_utt13_20260802_015517_full.txt,dia168_utt13,Ross,neutral,53,53,53,0,0,Processed
res_dia168_utt14_20260802_015550_full.txt,dia168_utt14,Ross,neutral,65,0,0,18,3,Speaker Not Found
res_dia168_utt1_20260802_015316_full.txt,dia168_utt1,Ross,neutral,21,21,21,0,42,Processed
res_dia168_utt2_20260802_015645_full.txt,dia168_utt2,Ross,neutral,125,119,119,32,168,Processed
res_dia168_utt3_20260802_015711_full.txt,dia168_utt3,Ross,neutral,50,50,50,0,0,Processed
res_dia168_utt4_20260802_015738_full.txt,dia168_utt4,Ross,neutral,52,52,52,14,0,Processed
res_dia168_utt5_20260802_015806_full.txt,dia168_utt5,Ross,neutral,52,50,50,21,0,Processed
res_dia168_utt6_20260802_015840_full.txt,dia168_utt6,Rachel,surprise,44,0,0,44,0,Speaker Not Found
res_dia168_utt7_20260802_015907_full.txt,dia168_utt7,Ross,neutral,78,78,78,0,0,Processed
res_dia168_utt8_20260802_015952_full.txt,dia168_utt8,Ross,neutral,159,159,159,0,3,Processed
res_dia168_utt9_20260802_020025_full.txt,dia168_utt9,Rachel,anger,74,57,57,25,5,Processed
res_dia169_utt0_20260802_020057_full.txt,dia169_utt0,Ross,joy,36,9,9,17,39,Processed
res_dia169_utt1_20260802_020135_full.txt,dia169_utt1,Rachel,joy,94,89,89,5,90,Processed
res_dia169_utt2_20260802_020256_full.txt,dia169_utt2,Ross,neutral,107,107,107,79,197,Processed
res_dia16_utt0_20260801_045900_full.txt,dia16_utt0,Ross,joy,13,0,0,4,38,Speaker Not Found
res_dia16_utt1_20260801_050012_full.txt,dia16_utt1,Rachel,joy,52,0,0,84,107,Speaker Not Found
res_dia16_utt2_20260801_050118_full.txt,dia16_utt2,Phoebe,disgust,31,30,30,92,0,Processed
res_dia16_utt3_20260801_050208_full.txt,dia16_utt3,Monica,surprise,40,6,6,33,26,Processed
res_dia16_utt4_20260801_050322_full.txt,dia16_utt4,Phoebe,neutral,63,63,63,34,87,Processed
res_dia16_utt5_20260801_050405_full.txt,dia16_utt5,Ross,neutral,53,53,53,1,1,Processed
res_dia170_utt0_20260802_020332_full.txt,dia170_utt0,Monica,surprise,76,76,76,0,76,Processed
res_dia170_utt10_20260802_020417_full.txt,dia170_utt10,Joey,sadness,44,44,44,0,0,Processed
res_dia170_utt11_20260802_020512_full.txt,dia170_utt11,Monica,neutral,160,162,162,0,46,Processed
res_dia170_utt1_20260802_020356_full.txt,dia170_utt1,Joey,neutral,65,65,65,0,0,Processed
res_dia170_utt2_20260802_020530_full.txt,dia170_utt2,Monica,disgust,31,31,31,0,0,Processed
res_dia170_utt3_20260802_020601_full.txt,dia170_utt3,Joey,surprise,81,81,81,0,0,Processed
res_dia170_utt4_20260802_020622_full.txt,dia170_utt4,Monica,disgust,26,25,25,1,26,Processed
res_dia170_utt5_20260802_020642_full.txt,dia170_utt5,Joey,neutral,29,29,29,0,0,Processed
res_dia170_utt6_20260802_020724_full.txt,dia170_utt6,Monica,disgust,133,133,133,1,15,Processed
res_dia170_utt7_20260802_020759_full.txt,dia170_utt7,Joey,surprise,68,61,61,13,0,Processed
res_dia170_utt8_20260802_020823_full.txt,dia170_utt8,Joey,neutral,52,52,52,0,0,Processed
res_dia170_utt9_20260802_020857_full.txt,dia170_utt9,Joey,neutral,100,100,100,0,0,Processed
res_dia171_utt0_20260802_020920_full.txt,dia171_utt0,Rachel,joy,43,43,43,0,0,Processed
res_dia171_utt1_20260802_021031_full.txt,dia171_utt1,Ross,neutral,269,263,263,4,0,Processed
res_dia171_utt2_20260802_021054_full.txt,dia171_utt2,Rachel,neutral,43,0,0,5,0,Speaker Not Found
res_dia171_utt3_20260802_021157_full.txt,dia171_utt3,Ross,neutral,193,193,193,1,78,Processed
res_dia171_utt4_20260802_021228_full.txt,dia171_utt4,Rachel,surprise,36,0,0,23,13,Speaker Not Found
res_dia171_utt5_20260802_021256_full.txt,dia171_utt5,Ross,neutral,23,22,22,23,1,Processed
res_dia171_utt6_20260802_021325_full.txt,dia171_utt6,Rachel,surprise,25,0,0,5,13,Speaker Not Found
res_dia171_utt7_20260802_021410_full.txt,dia171_utt7,Ross,surprise,60,56,56,28,33,Processed
res_dia172_utt0_20260802_021631_full.txt,dia172_utt0,David,neutral,59,0,0,157,150,Speaker Not Trained
res_dia172_utt10_20260802_021757_full.txt,dia172_utt10,Chandler,neutral,42,49,49,80,4,Processed
res_dia172_utt1_20260802_021651_full.txt,dia172_utt1,Chandler,neutral,21,21,21,0,21,Processed
res_dia172_utt3_20260802_021818_full.txt,dia172_utt3,David,joy,24,0,0,11,11,Speaker Not Trained
res_dia172_utt4_20260802_022056_full.txt,dia172_utt4,David,joy,75,0,0,156,222,Speaker Not Trained
res_dia172_utt5_20260802_022252_full.txt,dia172_utt5,David,neutral,64,0,0,118,160,Speaker Not Trained
res_dia172_utt6_20260802_022356_full.txt,dia172_utt6,David,neutral,35,0,0,66,41,Speaker Not Trained
res_dia172_utt7_20260802_022538_full.txt,dia172_utt7,David,neutral,46,0,0,86,131,Speaker Not Trained
res_dia172_utt8_20260802_022619_full.txt,dia172_utt8,Chandler,joy,39,41,41,39,5,Processed
res_dia173_utt0_20260802_022724_full.txt,dia173_utt0,Phoebe,joy,246,246,246,0,0,Processed
res_dia173_utt10_20260802_022806_full.txt,dia173_utt10,Hitchhiker,joy,27,0,0,1,6,Speaker Not Trained
res_dia173_utt1_20260802_022744_full.txt,dia173_utt1,Joey,surprise,30,30,30,0,0,Processed
res_dia173_utt2_20260802_022829_full.txt,dia173_utt2,Phoebe,joy,37,37,37,0,0,Processed
res_dia173_utt3_20260802_022915_full.txt,dia173_utt3,Phoebe,anger,163,0,0,0,0,Speaker Not Found
res_dia173_utt4_20260802_023025_full.txt,dia173_utt4,Phoebe,anger,176,171,171,57,1,Processed
res_dia173_utt5_20260802_023052_full.txt,dia173_utt5,Joey,neutral,26,8,8,13,0,Processed
res_dia173_utt6_20260802_023146_full.txt,dia173_utt6,Phoebe,anger,178,178,178,5,0,Processed
res_dia173_utt7_20260802_023205_full.txt,dia173_utt7,Joey,surprise,20,20,20,0,0,Processed
res_dia173_utt8_20260802_023225_full.txt,dia173_utt8,Phoebe,anger,15,8,8,0,0,Processed
res_dia174_utt0_20260802_023336_full.txt,dia174_utt0,1st Customer,joy,41,0,0,76,115,Speaker Not Trained
res_dia174_utt1_20260802_023411_full.txt,dia174_utt1,Monica,joy,8,3,3,31,20,Processed
res_dia174_utt2_20260802_023700_full.txt,dia174_utt2,2nd Customer,joy,61,0,0,292,54,Speaker Not Trained
res_dia174_utt3_20260802_024126_full.txt,dia174_utt3,Monica,joy,177,106,106,380,174,Processed
res_dia174_utt4_20260802_024152_full.txt,dia174_utt4,3rd Customer,neutral,60,0,0,2,6,Speaker Not Trained
res_dia174_utt5_20260802_024332_full.txt,dia174_utt5,Monica,neutral,112,134,134,92,50,Processed
res_dia174_utt6_20260802_024422_full.txt,dia174_utt6,3rd Customer,sadness,80,0,0,0,137,Speaker Not Trained
res_dia174_utt7_20260802_024506_full.txt,dia174_utt7,Monica,surprise,27,27,27,48,19,Processed
res_dia175_utt0_20260802_024525_full.txt,dia175_utt0,Joey,neutral,15,0,0,14,10,Speaker Not Found
res_dia175_utt10_20260802_024624_full.txt,dia175_utt10,Rachel,surprise,33,31,31,19,16,Processed
res_dia175_utt11_20260802_024723_full.txt,dia175_utt11,Chandler,sadness,106,106,106,2,150,Processed
res_dia175_utt1_20260802_024555_full.txt,dia175_utt1,Monica,joy,58,58,58,3,33,Processed
res_dia175_utt2_20260802_024806_full.txt,dia175_utt2,Rachel,joy,59,0,0,4,81,Speaker Not Found
res_dia175_utt3_20260802_024910_full.txt,dia175_utt3,Monica,neutral,196,96,96,20,58,Processed
res_dia175_utt4_20260802_024937_full.txt,dia175_utt4,Rachel,surprise,63,63,63,6,0,Processed
res_dia175_utt5_20260802_025009_full.txt,dia175_utt5,Rachel,anger,62,62,62,39,0,Processed
res_dia175_utt6_20260802_025030_full.txt,dia175_utt6,Chandler,neutral,31,31,31,0,3,Processed
res_dia175_utt7_20260802_025124_full.txt,dia175_utt7,Ross,sadness,40,0,0,58,55,Speaker Not Found
res_dia175_utt8_20260802_025153_full.txt,dia175_utt8,Chandler,neutral,46,46,46,0,46,Processed
res_dia175_utt9_20260802_025306_full.txt,dia175_utt9,Chandler,sadness,98,98,98,0,211,Processed
res_dia176_utt0_20260802_025436_full.txt,dia176_utt0,Rachel,surprise,49,1,1,155,30,Processed
res_dia176_utt10_20260802_025705_full.txt,dia176_utt10,Joey,joy,76,67,67,158,51,Processed
res_dia176_utt1_20260802_025527_full.txt,dia176_utt1,Ross,neutral,51,22,22,76,52,Processed
res_dia176_utt2_20260802_025819_full.txt,dia176_utt2,Rachel,surprise,66,65,65,91,108,Processed
res_dia176_utt4_20260802_025859_full.txt,dia176_utt4,Chandler,surprise,19,19,19,38,24,Processed
res_dia176_utt5_20260802_030027_full.txt,dia176_utt5,Ross,surprise,41,37,37,112,73,Processed
res_dia176_utt6_20260802_030148_full.txt,dia176_utt6,Monica,neutral,185,191,191,40,29,Processed
res_dia176_utt7_20260802_030250_full.txt,dia176_utt7,Rachel,surprise,86,86,86,75,195,Processed
res_dia176_utt8_20260802_030429_full.txt,dia176_utt8,Monica,neutral,172,171,171,100,106,Processed
res_dia176_utt9_20260802_030542_full.txt,dia176_utt9,Ross,neutral,69,69,69,85,111,Processed
res_dia177_utt0_20260802_030711_full.txt,dia177_utt0,Tag,joy,40,0,0,120,0,Speaker Not Trained
res_dia177_utt10_20260802_030938_full.txt,dia177_utt10,Rachel,neutral,34,34,34,32,26,Processed
res_dia177_utt1_20260802_030857_full.txt,dia177_utt1,Phoebe,neutral,166,166,166,103,135,Processed
res_dia177_utt2_20260802_031048_full.txt,dia177_utt2,Tag,neutral,99,0,0,49,99,Speaker Not Trained
res_dia177_utt3_20260802_031312_full.txt,dia177_utt3,Phoebe,fear,274,271,271,159,80,Processed
res_dia177_utt4_20260802_031343_full.txt,dia177_utt4,Tag,joy,45,0,0,18,33,Speaker Not Trained
res_dia177_utt5_20260802_031749_full.txt,dia177_utt5,Rachel,fear,310,310,310,127,527,Processed
res_dia177_utt6_20260802_031940_full.txt,dia177_utt6,Tag,joy,64,0,0,85,181,Speaker Not Trained
res_dia177_utt7_20260802_032132_full.txt,dia177_utt7,Tag,joy,159,0,0,32,286,Speaker Not Trained
res_dia177_utt8_20260802_032205_full.txt,dia177_utt8,Rachel,sadness,49,49,49,2,44,Processed
res_dia177_utt9_20260802_032250_full.txt,dia177_utt9,Tag,joy,30,0,0,30,54,Speaker Not Trained
res_dia178_utt0_20260802_032456_full.txt,dia178_utt0,Joey,joy,48,23,23,195,65,Processed
res_dia178_utt1_20260802_032649_full.txt,dia178_utt1,The Presenter,neutral,131,0,0,187,120,Speaker Not Trained
res_dia178_utt2_20260802_032750_full.txt,dia178_utt2,Joey,surprise,52,0,0,86,27,Speaker Not Found
res_dia179_utt0_20260802_032814_full.txt,dia179_utt0,Rachel,neutral,26,0,0,8,0,Speaker Not Found
res_dia179_utt10_20260802_032912_full.txt,dia179_utt10,Rachel,joy,59,59,59,5,0,Processed
res_dia179_utt11_20260802_033000_full.txt,dia179_utt11,Policeman,neutral,61,0,0,57,7,Speaker Not Trained
res_dia179_utt12_20260802_033018_full.txt,dia179_utt12,Rachel,neutral,11,11,11,0,0,Processed
res_dia179_utt13_20260802_033043_full.txt,dia179_utt13,Policeman,neutral,50,0,0,0,0,Speaker Not Trained
res_dia179_utt14_20260802_033110_full.txt,dia179_utt14,Rachel,neutral,18,0,0,18,0,Speaker Not Found
res_dia179_utt15_20260802_033144_full.txt,dia179_utt15,Policeman,neutral,47,0,0,37,4,Speaker Not Trained
res_dia179_utt16_20260802_033203_full.txt,dia179_utt16,Rachel,neutral,6,0,0,6,0,Speaker Not Found
res_dia179_utt17_20260802_033235_full.txt,dia179_utt17,Policeman,neutral,52,0,0,13,1,Speaker Not Trained
res_dia179_utt18_20260802_033254_full.txt,dia179_utt18,Rachel,neutral,15,15,15,0,0,Processed
res_dia179_utt19_20260802_033328_full.txt,dia179_utt19,Ross,anger,69,69,69,0,29,Processed
res_dia179_utt1_20260802_032842_full.txt,dia179_utt1,Policeman,neutral,49,0,0,9,0,Speaker Not Trained
res_dia179_utt2_20260802_033358_full.txt,dia179_utt2,Rachel,neutral,39,35,35,0,42,Processed
res_dia179_utt3_20260802_033419_full.txt,dia179_utt3,Policeman,neutral,15,0,0,15,0,Speaker Not Trained
res_dia179_utt4_20260802_033440_full.txt,dia179_utt4,Rachel,neutral,15,0,0,15,0,Speaker Not Found
res_dia179_utt5_20260802_033503_full.txt,dia179_utt5,Policeman,neutral,15,0,0,15,3,Speaker Not Trained
res_dia179_utt6_20260802_033527_full.txt,dia179_utt6,Rachel,neutral,30,29,29,1,17,Processed
res_dia179_utt7_20260802_033551_full.txt,dia179_utt7,Policeman,neutral,15,0,0,15,0,Speaker Not Trained
res_dia179_utt8_20260802_033607_full.txt,dia179_utt8,Rachel,neutral,2,0,0,1,0,Speaker Not Found
res_dia179_utt9_20260802_033636_full.txt,dia179_utt9,Policeman,neutral,38,0,0,13,0,Speaker Not Trained
res_dia17_utt0_20260801_050524_full.txt,dia17_utt0,Joey,anger,86,44,44,12,156,Processed
res_dia17_utt10_20260801_050701_full.txt,dia17_utt10,Ross,joy,3,3,3,0,3,Processed
res_dia17_utt1_20260801_050646_full.txt,dia17_utt1,Joey,joy,97,87,87,98,5,Processed
res_dia17_utt2_20260801_050801_full.txt,dia17_utt2,Chandler,neutral,83,83,83,0,83,Processed
res_dia17_utt3_20260801_050858_full.txt,dia17_utt3,Monica,neutral,32,0,0,18,95,Speaker Not Found
res_dia17_utt4_20260801_050936_full.txt,dia17_utt4,Rachel,fear,73,67,67,1,10,Processed
res_dia17_utt5_20260801_051050_full.txt,dia17_utt5,Monica,neutral,54,54,54,11,151,Processed
res_dia17_utt6_20260801_051138_full.txt,dia17_utt6,Rachel,fear,70,70,70,0,26,Processed
res_dia17_utt7_20260801_051303_full.txt,dia17_utt7,Caitlin,joy,60,0,0,81,64,Speaker Not Trained
res_dia17_utt8_20260801_051327_full.txt,dia17_utt8,Ross,joy,25,25,25,0,3,Processed
res_dia17_utt9_20260801_051404_full.txt,dia17_utt9,Caitlin,joy,27,0,0,2,27,Speaker Not Trained
res_dia180_utt0_20260802_033702_full.txt,dia180_utt0,Monica,joy,27,0,0,10,27,Speaker Not Found
res_dia180_utt10_20260802_033755_full.txt,dia180_utt10,Janice,neutral,80,0,0,58,0,Speaker Not Trained
res_dia180_utt11_20260802_033924_full.txt,dia180_utt11,Chandler,surprise,149,149,149,68,174,Processed
res_dia180_utt12_20260802_034020_full.txt,dia180_utt12,Janice,neutral,92,0,0,48,24,Speaker Not Trained
res_dia180_utt13_20260802_034039_full.txt,dia180_utt13,Chandler,surprise,30,30,30,0,0,Processed
res_dia180_utt14_20260802_034145_full.txt,dia180_utt14,Janice,joy,88,0,0,88,0,Speaker Not Trained
res_dia180_utt15_20260802_034211_full.txt,dia180_utt15,Chandler,fear,67,67,67,0,0,Processed
res_dia180_utt4_20260802_034256_full.txt,dia180_utt4,Monica,sadness,69,0,0,21,105,Speaker Not Found
res_dia180_utt5_20260802_034402_full.txt,dia180_utt5,Rachel,sadness,124,110,110,19,193,Processed
res_dia180_utt6_20260802_034459_full.txt,dia180_utt6,Chandler,surprise,130,137,137,36,29,Processed
res_dia180_utt7_20260802_034558_full.txt,dia180_utt7,Janice,surprise,96,0,0,71,0,Speaker Not Trained
res_dia180_utt8_20260802_034616_full.txt,dia180_utt8,Joey,surprise,24,0,0,0,0,Speaker Not Found
res_dia180_utt9_20260802_034704_full.txt,dia180_utt9,Ross,joy,109,109,109,8,101,Processed
res_dia181_utt0_20260802_034755_full.txt,dia181_utt0,Joey,anger,180,180,180,7,38,Processed
res_dia181_utt1_20260802_034833_full.txt,dia181_utt1,Ross,neutral,100,88,88,5,14,Processed
res_dia181_utt2_20260802_034939_full.txt,dia181_utt2,Ross,neutral,161,161,161,1,160,Processed
res_dia181_utt3_20260802_035002_full.txt,dia181_utt3,Joey,surprise,45,42,42,1,2,Processed
res_dia181_utt4_20260802_035127_full.txt,dia181_utt4,Ross,neutral,300,182,182,38,63,Processed
res_dia182_utt0_20260802_035153_full.txt,dia182_utt0,Monica,neutral,53,51,51,2,0,Processed
res_dia182_utt10_20260802_035320_full.txt,dia182_utt10,Monica,neutral,141,136,136,5,5,Processed
res_dia182_utt11_20260802_035410_full.txt,dia182_utt11,Rachel,neutral,51,34,34,52,16,Processed
res_dia182_utt12_20260802_035434_full.txt,dia182_utt12,Rachel,neutral,18,18,18,17,2,Processed
res_dia182_utt13_20260802_035507_full.txt,dia182_utt13,Rachel,neutral,62,56,56,6,40,Processed
res_dia182_utt14_20260802_035524_full.txt,dia182_utt14,Rachel,neutral,5,0,0,5,0,Speaker Not Found
res_dia182_utt15_20260802_035601_full.txt,dia182_utt15,Rachel,neutral,99,99,99,1,2,Processed
res_dia182_utt1_20260802_035236_full.txt,dia182_utt1,Rachel,sadness,122,122,122,2,50,Processed
res_dia182_utt2_20260802_035624_full.txt,dia182_utt2,Monica,sadness,34,34,34,0,0,Processed
res_dia182_utt3_20260802_035736_full.txt,dia182_utt3,Rachel,anger,164,164,164,21,98,Processed
res_dia182_utt4_20260802_035800_full.txt,dia182_utt4,Monica,anger,44,44,44,0,0,Processed
res_dia182_utt5_20260802_035907_full.txt,dia182_utt5,Rachel,anger,116,116,116,30,86,Processed
res_dia182_utt6_20260802_035938_full.txt,dia182_utt6,Monica,anger,81,81,81,0,0,Processed
res_dia182_utt7_20260802_040006_full.txt,dia182_utt7,Monica,neutral,75,75,75,0,0,Processed
res_dia182_utt8_20260802_040037_full.txt,dia182_utt8,Monica,anger,42,42,42,26,16,Processed
res_dia182_utt9_20260802_040053_full.txt,dia182_utt9,Monica,anger,5,0,0,5,5,Speaker Not Found
res_dia183_utt0_20260802_040128_full.txt,dia183_utt0,Phoebe,neutral,29,1,1,36,17,Processed
res_dia183_utt10_20260802_040246_full.txt,dia183_utt10,Phoebe,neutral,125,114,114,42,0,Processed
res_dia183_utt11_20260802_040335_full.txt,dia183_utt11,Phoebe,neutral,112,91,91,23,13,Processed
res_dia183_utt12_20260802_040414_full.txt,dia183_utt12,Duncan,joy,41,0,0,41,0,Speaker Not Trained
res_dia183_utt13_20260802_040445_full.txt,dia183_utt13,Phoebe,neutral,80,80,80,0,2,Processed
res_dia183_utt14_20260802_040553_full.txt,dia183_utt14,Duncan,neutral,165,0,0,37,38,Speaker Not Trained
res_dia183_utt15_20260802_040624_full.txt,dia183_utt15,Phoebe,neutral,48,21,21,20,0,Processed
res_dia183_utt16_20260802_040722_full.txt,dia183_utt16,Duncan,neutral,41,0,0,76,6,Speaker Not Trained
res_dia183_utt17_20260802_040751_full.txt,dia183_utt17,Phoebe,neutral,51,35,35,8,0,Processed
res_dia183_utt18_20260802_040823_full.txt,dia183_utt18,Duncan,neutral,65,0,0,13,0,Speaker Not Trained
res_dia183_utt19_20260802_040932_full.txt,dia183_utt19,Phoebe,joy,188,167,163,0,103,Processed
res_dia183_utt1_20260802_040149_full.txt,dia183_utt1,Duncan,surprise,23,0,0,1,14,Speaker Not Trained
res_dia183_utt2_20260802_040952_full.txt,dia183_utt2,Phoebe,joy,22,22,22,0,0,Processed
res_dia183_utt3_20260802_041011_full.txt,dia183_utt3,Duncan,neutral,19,0,0,9,0,Speaker Not Trained
res_dia183_utt4_20260802_041032_full.txt,dia183_utt4,Phoebe,neutral,16,0,0,16,0,Speaker Not Found
res_dia183_utt5_20260802_041117_full.txt,dia183_utt5,Duncan,joy,53,0,0,42,53,Speaker Not Trained
res_dia183_utt6_20260802_041145_full.txt,dia183_utt6,Phoebe,neutral,51,51,51,1,47,Processed
res_dia183_utt7_20260802_041215_full.txt,dia183_utt7,Duncan,neutral,36,0,0,31,0,Speaker Not Trained
res_dia183_utt8_20260802_041243_full.txt,dia183_utt8,Phoebe,neutral,29,27,27,18,0,Processed
res_dia183_utt9_20260802_041354_full.txt,dia183_utt9,Phoebe,joy,156,146,146,86,0,Processed
res_dia184_utt0_20260802_041429_full.txt,dia184_utt0,Jane,joy,65,0,0,25,28,Speaker Not Trained
res_dia184_utt10_20260802_041531_full.txt,dia184_utt10,Joey,anger,55,55,55,37,0,Processed
res_dia184_utt11_20260802_041557_full.txt,dia184_utt11,Rachel,surprise,48,46,46,2,0,Processed
res_dia184_utt12_20260802_041624_full.txt,dia184_utt12,Joey,neutral,76,76,76,0,0,Processed
res_dia184_utt13_20260802_041707_full.txt,dia184_utt13,Rachel,anger,143,104,104,2,2,Processed
res_dia184_utt14_20260802_041729_full.txt,dia184_utt14,Joey,neutral,44,44,44,0,1,Processed
res_dia184_utt15_20260802_041755_full.txt,dia184_utt15,Rachel,surprise,49,38,38,11,0,Processed
res_dia184_utt16_20260802_041845_full.txt,dia184_utt16,Joey,anger,125,108,108,22,24,Processed
res_dia184_utt17_20260802_041926_full.txt,dia184_utt17,Rachel,anger,77,72,72,6,76,Processed
res_dia184_utt18_20260802_041950_full.txt,dia184_utt18,Joey,neutral,26,26,26,0,26,Processed
res_dia184_utt19_20260802_042035_full.txt,dia184_utt19,Rachel,anger,83,83,83,13,70,Processed
res_dia184_utt1_20260802_041457_full.txt,dia184_utt1,Jane,neutral,65,0,0,0,0,Speaker Not Trained
res_dia184_utt20_20260802_042126_full.txt,dia184_utt20,Joey,neutral,29,29,29,0,29,Processed
res_dia184_utt21_20260802_042222_full.txt,dia184_utt21,Rachel,anger,111,84,84,29,109,Processed
res_dia184_utt2_20260802_042100_full.txt,dia184_utt2,Jane,neutral,47,0,0,0,0,Speaker Not Trained
res_dia184_utt3_20260802_042242_full.txt,dia184_utt3,Joey,joy,16,13,13,3,16,Processed
res_dia184_utt4_20260802_042302_full.txt,dia184_utt4,Rachel,joy,30,0,0,0,30,Speaker Not Found
res_dia184_utt5_20260802_042327_full.txt,dia184_utt5,Joey,joy,28,18,18,10,28,Processed
res_dia184_utt6_20260802_042423_full.txt,dia184_utt6,Rachel,sadness,101,69,69,50,4,Processed
res_dia184_utt7_20260802_042525_full.txt,dia184_utt7,Joey,neutral,166,166,166,11,109,Processed
res_dia184_utt8_20260802_042603_full.txt,dia184_utt8,Rachel,neutral,89,46,46,3,40,Processed
